text,actual_label,predicted_label
Dai thevidiyaa valavan engada irukaa pathutu sethuru,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
2.09 dai gammala yennada pannivechi irkinga avana...johnny depp enda nenapa flash back young yogi babu,Offensive_Untargetede,Offensive_Targeted_Insult_Individual
Apo pa padatha release panuvenga v r waiting...,Offensive_Untargetede,Not_offensive
KGF chapter 1 - like Kaithi - like,Offensive_Targeted_Insult_Other,Not_offensive
ஹே... இது 96... யார ஏமாத்துறீங்க... பங்ங்ங்ங்கம்ம்ம்ம்ம்ம்...,Offensive_Untargetede,Not_offensive
Stallin ad mayira thukunga da... kadupula dislike paniten...,Offensive_Targeted_Insult_Group,Offensive_Untargetede
2.06 sema serupadi to thalaivar,Offensive_Targeted_Insult_Individual,Not_offensive
Itha paathu dislike pannravanga potta pasanga aambalaya iruntha dislike pannathinga haters ungala like panna sollala aana dislike pannathinga otha panninga potta pasanga,Offensive_Targeted_Insult_Other,Offensive_Untargetede
அசுரன் ப. பெருமாள் காலா படம்லா சமூகநீதி அப்ப திரௌபதி சாதி படமா. மற்ற சமூகத்தை ஏமாற்றும் நாடக காதல் கும்பலை பற்றி கதை. உங்கலுக்கு ஏன்டா வலிக்குது. அப்ப அதை செய்வது நீங்களா,Offensive_Targeted_Insult_Group,Not_offensive
Kattaya vachi car ye kavutthitiye thalivaaaaa..,Not_offensive,Offensive_Targeted_Insult_Individual
Ajith citizen film wakkala ikee,not-Tamil,Not_offensive
"Mannu seri, ponnu Enna porulaa? Oru manishiyaa property aa paarkudhu.. naadu nasamaga Dan poga pogudhu.. pollachi issue la maatunavan la endha caste nu therila ye.. epdium aandai yaa Dan irupaanga pola.. paarpan kitta adimaiyaa irundhaalum ivanukku innoru adimai venum..",Offensive_Targeted_Insult_Group,Not_offensive
Yogi babu koko 500k Super star rajinikanth ku 374k tha thu thu entha vayasula ethu thavaiya da,Offensive_Untargetede,Offensive_Targeted_Insult_Individual
Bro starting dialogue la konjam thimiru irikae. Thappa irikae bro.,Offensive_Untargetede,Not_offensive
Evlo naal tha Diwali kku unga Vijay ae varuvaruu Intha yr Diwali enga anne #kaithi Naaanga thaa,Offensive_Untargetede,Offensive_Targeted_Insult_Individual
Ajith ku set agala.. No mass scene,Offensive_Targeted_Insult_Individual,Not_offensive
Dub k like te dub k support,not-Tamil,Not_offensive
All ammai kunji fans ku oru ooooo podu...🤟,Offensive_Untargetede,Not_offensive
Dr. BR. Ambedkar dialogue. Jai bheem,Not_offensive,not-Tamil
"Dai u.nithi... Nee psycho mattumila KENAPAYA., MENTALPAYA., MUTTAPAYA...",Offensive_Targeted_Insult_Individual,Offensive_Untargetede
wowwwwww what a style ya...,Offensive_Untargetede,Not_offensive
Kaithi trailer super AND Bigil teasar kaha marana Waiting,Not_offensive,not-Tamil
Okkali matha saadhi karan elam intha padatha theatrela poi parunga...indha group ah oda vidrom🤘🤘Hindu Nadar,Offensive_Untargetede,Not_offensive
"Yow innaya ithu,,,,shankarala mattum than ippadi mudiyum semma weight",Offensive_Untargetede,Not_offensive
Rasini rsigakunjugal thooku pottu saagavum...nalla naaka pudungura madiri kelvi ketrukanunga thaleevara!!!,Offensive_Targeted_Insult_Group,Offensive_Targeted_Insult_Individual
"ayyo cmmnt sectn fulla tamil..ethume puriyilla...ithile yaar gud yaar bad... kannadi ya or silabam vathiyara,gud?",Not_offensive,Offensive_Targeted_Insult_Individual
enna achchi sakar sir no good,Offensive_Untargetede,Not_offensive
அருமையான படம் மிகப்பெரிய வெற்றி அடைய வாழ்த்துக்கள் சமூகத்தின் இன்றைய அவல நிலையை எடுத்துக்காட்டும் படம் காதல் என்னும் பேரில் நடித்து பெண்பிள்ளைகளை ஏமாற்றும் தேவி..யா பயலுகளை கண்டந்துண்டமா வெட்டனும் அந்த ஈனபிறவிகளை சங்க அறுக்கனும்,Offensive_Targeted_Insult_Group,Not_offensive
Enna da asuran masuran nu sollikittu...Tha veerama vara da #draupathi #BGM,Offensive_Targeted_Insult_Group,Offensive_Untargetede
Chindamani kolacase movie orma vannavark ivide like adikkam,Not_offensive,Offensive_Untargetede
Nammaku tevaiyanada namma taan adichi vaanganum; Padipa mattum nammakitta irundu edutuka mudiyathu,Offensive_Untargetede,Offensive_Targeted_Insult_Group
Dei bhairava copied photo echa pasangala,Offensive_Targeted_Insult_Other,Offensive_Untargetede
Editing seriya panala bha.. jump shot la rope theriyuthu.. paathu konjam seingha...,Offensive_Targeted_Insult_Other,Not_offensive
Namma #Thalapathy64 director_kage Oru like podlama?,Offensive_Untargetede,Not_offensive
"திராவிடமும், தலித்தும் ஒன்னு என்றும் சொல்லும் தேவிடியா மவனே சாவுடா புண்டை மவனே... உன்கிட்டதான் சரக்கும் மிடுக்கும் இருக்கா வரச்சொல்லுடா யாரிடம் இருக்குனு பாக்கலாம்...",Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
Orea padam than total tamilnadum intha kuruma groupaala epdi pathichiruku...ipo katharunga da,Not_offensive,Offensive_Targeted_Insult_Group
Cmt aana kammunaatingaluku...ithu easy ha purithu...singles ku masuru mari iruku...oru mannangatiyum purila...,Offensive_Targeted_Insult_Group,Not_offensive
Intha padathil don alleyaaa..ith enna mayam,Offensive_Untargetede,Not_offensive
இயற்கையாகவே உற்பத்தி ஆகுற நதிய தனக்கு மட்டும் சொந்தம் கொண்டாடுர உரிமய யாருங்க குடுத்தா...,Offensive_Targeted_Insult_Other,Not_offensive
sathyama onume purilla solravanla kai thooku,Offensive_Untargetede,Not_offensive
இந்த ஆண்ட சாதி ஆமைகள் தொல்ல comment section la தாங்க முடியல நா தேவன்டா நா கவுண்டன்டா நா வன்னியன்டா அப்படினு comment போட்டு saavadikiraanuga,Offensive_Targeted_Insult_Group,Not_offensive
Udayanidhi fans like here... Likes Varuma?? Fans irupaangala...,Offensive_Targeted_Insult_Individual,Not_offensive
Yuvan 2k kids ayum addicted aga vachutaru.,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Thala mass illa padam eppudi irukkumo,Offensive_Untargetede,Not_offensive
Idhu chumma trailer thaa ma Main pitch ah nee innun paakala... Paatharaatha pathari poyuruva,Offensive_Untargetede,Not_offensive
Marana masssssssssssssss eanga thalaivar yaru vayasu ayeduchu mavena parunga enga marana masssssssssssssss eanga thalaivar,Offensive_Untargetede,Not_offensive
Jeikromo illaiyo mothala sanda seiyanum --vada chennai Saavaratha irunthalum sanda pottu saavanum sir--- kaithi,Offensive_Untargetede,Offensive_Targeted_Insult_Individual
நா கவுண்டண்டா...நாங்க செய்ய போறத படமா எடுத்துடாங்க,Not_offensive,Offensive_Targeted_Insult_Group
Lallettan&Surya main role kappaan fdfs locked,Offensive_Targeted_Insult_Group,Not_offensive
savuratha irunthalum sanda pottu savanum sir payanthu kal la vilunthu sava kudathu sir... super dialogue,Offensive_Targeted_Insult_Other,Not_offensive
Eppovathu kathuna ok yepovumae kathuna yepadi da,Offensive_Untargetede,Offensive_Targeted_Insult_Group
Mass thiruttu kumbalakku sariyana ADI...,Offensive_Targeted_Insult_Group,Not_offensive
karthi enna kidu look aanu.poli mass padamanu.narenum thakarthu,Offensive_Targeted_Insult_Other,Not_offensive
Nanda Gopala Kumaran Negative Gopala Kumaran,Offensive_Targeted_Insult_Individual,Not_offensive
Karnataka naaye vaazhuda tamilan pootta pichayela,Offensive_Targeted_Insult_Individual,Not_offensive
வடிவுகண்டு கொண்டபெண்ணை மற்றொருவன் நத்தினால் விடுவனோ அவனைமுன்னம் வெட்டவேணும் என்பனே..அடுத்த ஜாதி பெண்ணை தொடனுன்னு நினக்கிறவனை வெட்டி கூறு போடு..இப் படம் வெற்றி பெற வாழ்த்துக்கள்...,Offensive_Targeted_Insult_Other,Not_offensive
Kadasiya neeyym unga appanum phsycovathanda aga poringa,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Oruthar (vijay) mela viswasam kaatardhukaga innorthara(ajith) en asinga paduthureenga Or vice versa Well said...,Offensive_Untargetede,Not_offensive
Suriya Anna fans lam ennada pantringa... Teaser pathi ethavathu comments pannungada,Offensive_Targeted_Insult_Group,Offensive_Untargetede
Dislike pottavanga lam தேங்காய் சீனிவாசன் rasikarnu ninaikuren,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Eippa Kudiurimai perichani poidu eruku etha therippe vidathan Entha jathi perichani eippa ahrampichudanga edhu puriyama jathiya paithi peasura nerama ethu. Srilanga LA Erukarava unga jathikaranum eruka Ennoda jathikaranum erukan ahvanga enga varakudathunu than Kudiurimai saittam Entha saittatha ethurith eillarum poraduranag Entha nerathula Ethuku Entha movie trailer release ahganum yocinga,Offensive_Targeted_Insult_Group,Not_offensive
Na arasiyaluku vradu urudi adra adra 14 varushama solnukiraru...,Offensive_Targeted_Insult_Individual,Not_offensive
துபாய் பாலைவனமாய் இருந்ததா அந்த மக்கள் சோலைவனம் மாற்றி இருக்காங்க ஆனா தமிழ் நாடு சோலை வனமாக இருந்ததா ஏன்டா பாலைவனம் மாத்தறீங்க,Offensive_Untargetede,Not_offensive
Anbumani apadiya rombha nalava... mudhal jathi veri naiya ah avadha...da porike...anubamani vaichu movie edutha ida vuda kavalam ah edukalam..,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
ithula illayaraja music ea illaye intha music vera engayo keta maari irukee,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Pa. ranjith kita director ameer kaetaru sari ranjith namma intha jathi certificates elam kiluchu potu elam onna aaiduvom. Apo evan enna panranu papom nu sonaru. Apo ranjith solraru athu epdiga nanga #dalith nu. Ipo theriutha yaru jathi yaa kondu vanthaga movie la nu. Nija valkaiyilum. Ne apdi edutha ivan ipdi thaan edupan. Ne nambalanalum athaan nezam,Not_offensive,Offensive_Targeted_Insult_Group
hi Suriya bro nengulum arasiyala kk nadu nalla erukkum,Offensive_Targeted_Insult_Individual,Not_offensive
Konjam yoshirukalam fire truck kuptu thanni pachiruntha Ella phone vela senjirukathu yosingaya,Not_offensive,Offensive_Untargetede
Trisha simran'a Vida aged ah Irukanga. Vj Sethupathi,Offensive_Targeted_Insult_Individual,Not_offensive
OMALA KV IS BACK BITCHES!!! SURYA MOHANLAL ARYA SAYYESHA,Offensive_Targeted_Insult_Group,Not_offensive
Guys Teaser la suriya Anna name podalai guys Enna nadakuthu,Offensive_Targeted_Insult_Other,Not_offensive
"Music Ilaiyaraja than, aana avaru Beethoven music a thirudala avaru aanmai ullavar vera",Offensive_Targeted_Insult_Individual,Not_offensive
"Epo 96 la avar arasiyaluku varadhunu urudhinu sonaru, poiya unmai aaka ungalala dhan mudium, edhu sonalum namba Inga ullavangalala nallavae mudidhu..",Not_offensive,Offensive_Targeted_Insult_Group
"General ah.. Ella padathoda trailer um nalla tha iruku.. Aana full movie pakkum pothu tha therium athu hit ah flop ah nu.. So, guys, endha padama irundhalum 2 min trailor pathu yemarathinga.. 2.30 mani nera padam pathittu comments podunga..",Offensive_Targeted_Insult_Other,Offensive_Targeted_Insult_Group
"Pullingo likes bigil, men like kaidhi",Offensive_Targeted_Insult_Other,Offensive_Targeted_Insult_Individual
i think vaseegaran will die in this movie!!!,Offensive_Targeted_Insult_Individual,Not_offensive
Kadaisi varaikum oru Potta a r murugadoss ah naakitu ippo Attlee pakkam nakka vanthuruku.. Yaaro antha potta,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Blue sattai will be like... Padathula avanga sirichikite than irrukanga aana Padam paakara namaku than siripe varala,Offensive_Targeted_Insult_Group,Not_offensive
"Ennangada ithu viswasam bgm kekuthu, 🤔🤔",Not_offensive,Offensive_Untargetede
காதல் எண்ற போர்வேவியில் ஏமாத்தும் அனைவருக்கும் செருப்பால் அடிச்ச படம்,Offensive_Targeted_Insult_Other,Not_offensive
pahhhhhhhhhhh kandipa theatre la yelarum saga poranga... thanks director hariiiiii ji teaser parthae padam yepadi iruku nu ennagaluku puriya vechadhuku... innum ne thirudhalaya da kulan Surya...,Offensive_Targeted_Insult_Individual,Not_offensive
Viswasam 17m view 3days..petta 17m views 7 days...,Offensive_Targeted_Insult_Individual,Not_offensive
thala tha Da mass... pidikala na Muditu poga Da don't dislike... enagaluku enga thala tha Da apovuma..,Not_offensive,Offensive_Untargetede
amai fansss 8 K dislikes. poaramai level,Offensive_Targeted_Insult_Group,Offensive_Untargetede
Rajni kitta poi kelu vijayakanth annana pathi. Payam thiriyum.,Offensive_Targeted_Insult_Individual,Not_offensive
"Ennada Trailerae Ipdi Bore Adikuthu, Intha Padatha Vera Download Pani Vera Pakanum. Yenda Engala Ipdi Kolreenga",Offensive_Targeted_Insult_Group,Offensive_Untargetede
32k anil fans.. i mean wig anil fans,Offensive_Targeted_Insult_Individual,Not_offensive
Dai vani bhojan engada ivlo kammiaya katirukinga pongadaaa,Offensive_Targeted_Insult_Group,Offensive_Untargetede
EnnadA 20 time's mela patachu idhu verailkum. Views erala da dae youtube channel owner unna adichu koluvaenda,Not_offensive,Offensive_Untargetede
Sathiyama solra teasera nighttha pakren antha bgmoda avanga bodhu allu vttruchu peiya paatha maari irukku,Offensive_Targeted_Insult_Group,Not_offensive
Same problem my family side good work mohan bro I'm vanniyar movie win panna valthukal nadakathal sarakku midukku naikalukku seruppadi,Offensive_Targeted_Insult_Group,Not_offensive
Savadi vanga poreenga!!! Kevalama iruku,Offensive_Targeted_Insult_Group,Not_offensive
intha padam kadaisi verai unarvukalai thoondi kadasiyil pillai seen ala veiththathu... best. hot illa songs ill a,Offensive_Targeted_Insult_Other,Not_offensive
Unakennapa 0:45 sivakarthikeyan koodalam nadula!!! Naangalam apdiya🤥🤥🤥,Offensive_Untargetede,Not_offensive
Director oru meme creator'a iruppar pola... Yara yematha paakura idhu 96,Offensive_Targeted_Insult_Individual,Not_offensive
I think dislikers are Indian. But I'm #ANTIINDIAN.,Not_offensive,Offensive_Untargetede
ஜாதி அழிஞ்சுடுச்சு நம்புங்கடா🤣அழிச்சது நம்ம சுடலையும் அவுங்க அப்பனும்தான் நம்புங்கடா,Not_offensive,Offensive_Targeted_Insult_Group
Enada ithu views 58k likes 98k ppidrukku... lokesh rocks,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
5 days agudhu Views eramatingdhu,Offensive_Targeted_Insult_Group,Not_offensive
Ghatiya just like cartoon movie...,not-Tamil,Not_offensive
First mobile akshay pudinganathe shivakumar sir oda phone dhaan.. Adha edit pannitaanga.. Anti mobilians,Offensive_Untargetede,Offensive_Targeted_Insult_Individual
Not as BIOPIC... Looks like BADPIC.. Can't suit as MAHANATI,Offensive_Targeted_Insult_Group,Not_offensive
Semma...but...Yellam Avan seyal... Pola irukku...,Offensive_Targeted_Insult_Individual,Not_offensive
நடிகை தேர்வு ஜே'வின் இறப்பை விட மர்மமானது! Kangana's casting Decision a Greater Mystery than J's death Mystery!,Offensive_Targeted_Insult_Group,Not_offensive
Pollachi mater yana achu konjam yasiga,Not_offensive,Offensive_Untargetede
0:45 vikram vedha bgm copy cat pachaya adichirukan,Offensive_Targeted_Insult_Group,Offensive_Targeted_Insult_Individual
all india kicha sudeep fanz likr,Not_offensive,not-Tamil
setha sandai potu savanum kaalil vizhundu ila sema dialogue,Offensive_Untargetede,Not_offensive
y innum trending la varalaa???,Offensive_Untargetede,Not_offensive
Konar sarpaga valthu thiruma oonoda Katha ethoda over da 🤣🤣🤣🤣,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group
Oruthar mela Viswasam kaatrathukkaga..innoruthara yen Asinga Paduthuringa?? #Thala #Thalabathy #Fans #Fight,Offensive_Targeted_Insult_Group,Not_offensive
"அண்ணே, சாதிஒழிப்புனா என்ன, சாதி வெறின்னா என்னணே? அடேய் டிபன் பாக்ஸ் தலையா, எங்களுக்கு மண்ணு பொண்ணு ரெண்டுமே முக்கியம், யார் கைய வச்சாலும் கைய வெட்டுவோம்னு சொன்னா அது சாதி வெறி கவுண்டன வெட்டு கவுண்டச்சிய கட்டுன்னு சொன்னா அது சாதி ஒழிப்பு... இன்றைய சூழ்நிலைக்கு ஏற்ற திரைப்படம்!!! வெற்றி பெற கொங்கு நண்பர்கள் சார்பாக வாழ்த்துக்கள்!!!",Offensive_Targeted_Insult_Group,Not_offensive
paaka thana pora indha kaali yoda aatatha!,Not_offensive,Offensive_Untargetede
Karumam karumam amma ku vera tamil nadigaiye illaya s,Offensive_Targeted_Insult_Group,Not_offensive
Ayyyoooo trailer ah pathaley bayama irukae,Offensive_Untargetede,Not_offensive
Rajin political entry dailog 1996/2016 10 years one dailog naaku baag nachindi,not-Tamil,Offensive_Targeted_Insult_Individual
"Enapa gangster padam nu nenacha clg, students, protest, old age love scene la katrenga, kabali madere la irukadea...",Offensive_Untargetede,Not_offensive
yo yo yo yarra yarra inga ooru ketta theriyum,Offensive_Untargetede,Not_offensive
Rajini sirku therium yapa ena pananumnu nega yalarum avara pathi pasi ungala publicitydha panikarega avaruku opposite a pasara yalarumay Oru publicitykagadha pasarega suyama ungalukunu per sambarega Vijay sir ajith sir mare Suma mathavagala vachu game aadadhega,Offensive_Targeted_Insult_Group,Not_offensive
Peeta best or visuwasam best peeta best na like pannuga visuwasam best na dislike pannuga,Offensive_Targeted_Insult_Individual,Offensive_Untargetede
Trailer OK but rajini sarra kalaikeramatta erukku,Offensive_Targeted_Insult_Individual,Not_offensive
Epdi muku naalum first part maari varadhu,Offensive_Targeted_Insult_Group,Not_offensive
இது ஒரு ஆண்மை இல்லாத தனம் அப்பிடி அவரே சொல்லுவாராம் அப்பரம் English song ல இருந்து background music போடுவாராம்,Offensive_Targeted_Insult_Individual,Not_offensive
Siva anna Vera mathiri irukka yae naa,Offensive_Targeted_Insult_Individual,Not_offensive
"*tha intha maari padam yedukuranuga,ithuku support vera comments la padikavey mudila... Vanmam pudichu alaiyuranuga...",Not_offensive,Offensive_Targeted_Insult_Group
ரஜினி சாரை வெச்சு காமெடி என்கிற பெயரில் நல்ல பல்பு வாங்குறீங்க,Offensive_Targeted_Insult_Individual,Not_offensive
