text,actual_label,predicted_label,confidence
Poga dai sarkar tha best NGK waste,Offensive_Targeted_Insult_Group,Offensive_Targeted_Insult_Individual,0.2692738800993287
"Apdinaa sc & ST pasanga kooda frndship vachuka maatinga last varaikum veetukullaium vida maatinga avan avan jaathiliey ponnu kattittu nalla irupoom ethuku vambu, veena sandai avan avan jaathiya vittu kudukamaa ipdey irupomm",Not_offensive,Offensive_Targeted_Insult_Group,0.4169339855948145
Ana trailer pathona exaitment thanga mudyala,Offensive_Targeted_Insult_Group,Not_offensive,0.5160398464673164
Mysskin nalla talented director thaa aana edhukku udhayanidhi ya select pannaru nu terla,Offensive_Targeted_Insult_Individual,Offensive_Untargetede,0.388901962436167
Ninga evlo sonnalu namma natu pasanga thirunda maatanga,Offensive_Targeted_Insult_Other,Not_offensive,0.8268727963343648
Nammakitta kaadu irundha eduthukiduvanuva Ruva irundha pudingiduvanunuva Padippa mattum nammakittarndhu eduthukidave mudiyadhu,Offensive_Untargetede,Not_offensive,0.9588830728146932
"Intha selvaakai vaithu ivar arasiala onnum pudunga mudiyaathu. Venum endral, thanudaya padahukku athigamamna vilayil black ticket vithu panam sambathikalaam. Thamil makklaukku intha karumiyai patri indru nalave theriyum.",Offensive_Targeted_Insult_Individual,Offensive_Untargetede,0.43582648023336684
No dialogue music copy from titan give royalltey,Offensive_Targeted_Insult_Group,Not_offensive,0.5614352220524361
Dei man of steel oda saayal theriyudhey... Ena unga kadha?,Offensive_Targeted_Insult_Individual,Offensive_Untargetede,0.6024038925440015
Devidiya punda... eva yaru da gommala,Offensive_Targeted_Insult_Group,Offensive_Untargetede,0.6658821756334373
இது உண்மை...திருமாவுக்கு சரியான செருப்பு அடி... இதே தேவேந்திரகுல வேளாளர் மக்கள் வரவேற்கிறோம்...,Offensive_Targeted_Insult_Individual,Not_offensive,0.794807320662864
Rip Sr Prabhu punda mavan... Ne theru Kodi thaan di... Sad luck Karthi and Lokesh Anna...,Offensive_Untargetede,Offensive_Targeted_Insult_Individual,0.5957071495362857
oruthar mela nega viswasam katurathu naala yen inorutha mela verupu katurega,Offensive_Untargetede,Not_offensive,0.7917783516101131
"Padam flop dhan pola, enna vijaya production logo hindi la eruku modhala adha mathungada",Offensive_Targeted_Insult_Other,Offensive_Targeted_Insult_Individual,0.424925563328256
edhukku indha loosu pundai aryava movie la eduthinga gowtham karthick nalla irunthurukkum,Offensive_Targeted_Insult_Individual,Offensive_Untargetede,0.49773944872896164
I have never seen avideo like it this is killer,Offensive_Untargetede,Not_offensive,0.9778383864811929
Aiyo intha koothiyanunge likes ku pichai eduka arambicitanungele,Offensive_Targeted_Insult_Other,Offensive_Untargetede,0.7497941020578297
Love uuu superstar... Jzt killed it..,Offensive_Untargetede,Not_offensive,0.8026691256585554
Vera Level Trailor Ali Ajith Fans Inka Vanthu Sunni Ooombama orama poi pool paandi da poola vaayila edunkada,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group,0.4791725388197605
பரதன் விக்கு வெச்சிட்டானாம் அங்க சிவானு ஒருத்தன் வாயில வெச்சினு இருக்கான் அதெல்லாம் கேக்க மாட்டானுவ,Offensive_Targeted_Insult_Individual,Not_offensive,0.9375545107677367
Teluguvalu tamilvalu Vera leadhuoo.. andhuru okadea... Mamli vida valea manchi valu.. Chennai la putti septhannu vallu pappom.. pls kapadhandhiye,not-Tamil,Not_offensive,0.9146229092516568
Ithu 96 yara yematha pakkra.. innumaya athey dialogue...,Offensive_Targeted_Insult_Group,Not_offensive,0.6867958012435171
Jayam ravi:Chinna vayasula oru yerila kulipom la anga polam da.. Yogi babu: Athu mela than da nadanthuchu poinu irukom..,Offensive_Targeted_Insult_Individual,Not_offensive,0.7410691502958077
பொண்ணுக்கு புடிச்சிருந்த அவங்க யார வேணும்னாலும் கல்யாணம் பண்ணுங்க நீங்க யார நீங்க என்னா பொண்ணுங்களோட ஆறாவது அறிவா அவங்களுக்கு சுயமா முடிவெடுக்க தெரியாது,Offensive_Targeted_Insult_Group,Not_offensive,0.8896768856993365
Indha bgm kekumpodhu viswasam bgm mind la vandhutu pogudhu..,Offensive_Targeted_Insult_Individual,Offensive_Untargetede,0.5659156072833563
***tha Remake na Ippadi irukanum,Offensive_Untargetede,Not_offensive,0.8106647181881488
Enna ya holly wood ye munji duva pola myskin,Not_offensive,Offensive_Targeted_Insult_Individual,0.44372809616276926
rendu varushama mukki mukki intha karumaththa than eduthanungala,Not_offensive,Offensive_Untargetede,0.5066677912530588
எப்புடியாவது தலைவரின் *** வந்து ****டு போய்டனும்... திருட்டு பயல்க...,Offensive_Targeted_Insult_Group,Not_offensive,0.6273260745910642
Yanaku arivillaiya muddaa kothi Apurem santhanam madum yanga irunthu vantharu kilinja vayanukallam support u,Offensive_Targeted_Insult_Individual,Not_offensive,0.7957256391631745
Y ilayaraja putting someone else's music 🤔,Not_offensive,Offensive_Targeted_Insult_Individual,0.6379683682681354
ENPT release agalanu kavala illa aurathanamana Asuran varuthu adhu pothum...,Offensive_Targeted_Insult_Individual,Not_offensive,0.8321378521717057
Edho sadhi nadakudhu pa inum trending la varala,Offensive_Untargetede,Not_offensive,0.6705177969238042
thaaru maaru.. thakkali soru...,Offensive_Untargetede,Not_offensive,0.9080055088948302
Dhanush nd vijay fans lam veetla okkandhu azhuvanga,Offensive_Targeted_Insult_Individual,Offensive_Untargetede,0.5629468725225744
Ellam avan seyal film mari iruke lyt ah dha full ah illa,Offensive_Untargetede,Not_offensive,0.6914348417254823
Thirumavalavan groups mattum thaan katharitu irukanunga,Offensive_Targeted_Insult_Group,Not_offensive,0.5596284393370664
Last dialogue for petta viswasam problem🤔🤔🤔🤔,Offensive_Untargetede,Not_offensive,0.732411834229943
Ivanga appan oru jathi veri piducha nayee,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group,0.9270616385781701
so poor dialogue delivery From Mohanlal...,Offensive_Targeted_Insult_Individual,Not_offensive,0.764657310892194
Dai thevidiyaa valavan engada irukaa pathutu sethuru,Offensive_Targeted_Insult_Individual,Offensive_Untargetede,0.42715178340969706
2.09 dai gammala yennada pannivechi irkinga avana...johnny depp enda nenapa flash back young yogi babu,Offensive_Untargetede,Not_offensive,0.5214798689630572
Apo pa padatha release panuvenga v r waiting...,Offensive_Untargetede,Not_offensive,0.860346985151599
KGF chapter 1 - like Kaithi - like,Offensive_Targeted_Insult_Other,Not_offensive,0.6950474948729788
ஹே... இது 96... யார ஏமாத்துறீங்க... பங்ங்ங்ங்கம்ம்ம்ம்ம்ம்...,Offensive_Untargetede,Offensive_Targeted_Insult_Group,0.5308726935282576
Stallin ad mayira thukunga da... kadupula dislike paniten...,Offensive_Targeted_Insult_Group,Offensive_Untargetede,0.5670223388931622
2.06 sema serupadi to thalaivar,Offensive_Targeted_Insult_Individual,Not_offensive,0.9066174584151291
Wow Super Star RajiniKanth Fan's like Vesukondi ట్రైలర్ అదిరింది,not-Tamil,Not_offensive,0.5725669094261328
Itha paathu dislike pannravanga potta pasanga aambalaya iruntha dislike pannathinga haters ungala like panna sollala aana dislike pannathinga otha panninga potta pasanga,Offensive_Targeted_Insult_Other,Offensive_Untargetede,0.982757475990333
Kattaya vachi car ye kavutthitiye thalivaaaaa..,Not_offensive,Offensive_Targeted_Insult_Group,0.32179184680312156
Ajith citizen film wakkala ikee,not-Tamil,Not_offensive,0.8675022069702639
Yogi babu koko 500k Super star rajinikanth ku 374k tha thu thu entha vayasula ethu thavaiya da,Offensive_Untargetede,Offensive_Targeted_Insult_Individual,0.5608362510268516
Enda inum jathi jathinu film vaichu idhu pandriga...tamil Pan badu evlo..evlo tamilnatula alichu pona viseyam evlo iruku...adala vitutu. Enda makala jathiya thundi videraga..idhual film ah da thuu,Offensive_Targeted_Insult_Group,Offensive_Untargetede,0.6314713760823377
Kaithi padam paathutu vanthu trailer paakravanga like,Not_offensive,Offensive_Targeted_Insult_Other,0.37135082648786055
Bro starting dialogue la konjam thimiru irikae. Thappa irikae bro.,Offensive_Untargetede,Not_offensive,0.9453131670738673
Evlo naal tha Diwali kku unga Vijay ae varuvaruu Intha yr Diwali enga anne #kaithi Naaanga thaa,Offensive_Untargetede,Offensive_Targeted_Insult_Individual,0.5393917003266337
Kangana doesn't look like j Amma,Not_offensive,Offensive_Targeted_Insult_Group,0.5395648717141401
Dub k like te dub k support,not-Tamil,Not_offensive,0.9522719845018266
All ammai kunji fans ku oru ooooo podu...🤟,Offensive_Untargetede,Not_offensive,0.6694965442133941
2016 kerala Pulimurugan Andra Janatha Gareg Kannada Nagarao & Tamil S 3 Industry Hit is waiting MASS KA BAP SURIYA,Not_offensive,not-Tamil,0.6973227666891276
wowwwwww what a style ya...,Offensive_Untargetede,Not_offensive,0.44025182894836656
Okkali matha saadhi karan elam intha padatha theatrela poi parunga...indha group ah oda vidrom🤘🤘Hindu Nadar,Offensive_Untargetede,Not_offensive,0.5767433193268384
"Yow innaya ithu,,,,shankarala mattum than ippadi mudiyum semma weight",Offensive_Untargetede,Not_offensive,0.9736777851832338
Rasini rsigakunjugal thooku pottu saagavum...nalla naaka pudungura madiri kelvi ketrukanunga thaleevara!!!,Offensive_Targeted_Insult_Group,Offensive_Untargetede,0.9477805821639047
Unlike pannawan poora 2k kids 90s kids daaaa,Not_offensive,Offensive_Targeted_Insult_Group,0.6897275525266493
enna achchi sakar sir no good,Offensive_Untargetede,Not_offensive,0.9375185505580775
Enna da asuran masuran nu sollikittu...Tha veerama vara da #draupathi #BGM,Offensive_Targeted_Insult_Group,Not_offensive,0.6046822831905009
Dei bhairava copied photo echa pasangala,Offensive_Targeted_Insult_Other,Offensive_Targeted_Insult_Group,0.9049462087099588
Editing seriya panala bha.. jump shot la rope theriyuthu.. paathu konjam seingha...,Offensive_Targeted_Insult_Other,Offensive_Untargetede,0.7234134565737929
mr.lokesh kangaraj enna bigil kudaya nega thaan thalapathy64 edukiranga movie konjam date mathi poota nalla irukum,Not_offensive,Offensive_Targeted_Insult_Individual,0.631215995126737
2.O kuda Padma Sariya odala but ithu therikum...,Not_offensive,Offensive_Targeted_Insult_Individual,0.5338580096110306
Namma #Thalapathy64 director_kage Oru like podlama?,Offensive_Untargetede,Not_offensive,0.9546681998061465
"திராவிடமும், தலித்தும் ஒன்னு என்றும் சொல்லும் தேவிடியா மவனே சாவுடா புண்டை மவனே... உன்கிட்டதான் சரக்கும் மிடுக்கும் இருக்கா வரச்சொல்லுடா யாரிடம் இருக்குனு பாக்கலாம்...",Offensive_Targeted_Insult_Individual,Not_offensive,0.7732006350710133
Orea padam than total tamilnadum intha kuruma groupaala epdi pathichiruku...ipo katharunga da,Not_offensive,Offensive_Targeted_Insult_Group,0.5690641376956402
Cmt aana kammunaatingaluku...ithu easy ha purithu...singles ku masuru mari iruku...oru mannangatiyum purila...,Offensive_Targeted_Insult_Group,Not_offensive,0.4249676764288489
Intha padathil don alleyaaa..ith enna mayam,Offensive_Untargetede,Not_offensive,0.6324841137303538
இயற்கையாகவே உற்பத்தி ஆகுற நதிய தனக்கு மட்டும் சொந்தம் கொண்டாடுர உரிமய யாருங்க குடுத்தா...,Offensive_Targeted_Insult_Other,Offensive_Targeted_Insult_Group,0.5668771705048675
இந்த ஆண்ட சாதி ஆமைகள் தொல்ல comment section la தாங்க முடியல நா தேவன்டா நா கவுண்டன்டா நா வன்னியன்டா அப்படினு comment போட்டு saavadikiraanuga,Offensive_Targeted_Insult_Group,Not_offensive,0.6098240804381232
Udayanidhi fans like here... Likes Varuma?? Fans irupaangala...,Offensive_Targeted_Insult_Individual,Not_offensive,0.9758201419128486
"yaru ellam thala oda work dedication eh vfx effects nu solli criticize panrangalo, 1) unga kitta adhu kana proof edhuvum illa 2) avaru vandhu day and night ah hard work panni nammakulukaga padam panraru adhuku konjam atleast respect kuduka kathukonga summa veetula ukandhitu kora solra nala nammu onnum periya manishan agida mudiyathu",Not_offensive,Offensive_Untargetede,0.37549026440046246
Enna Hari padam trailer paatha maari irukku...🤫,Not_offensive,Offensive_Targeted_Insult_Group,0.4212375820986532
Yuvan 2k kids ayum addicted aga vachutaru.,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group,0.6866361184079705
Thala mass illa padam eppudi irukkumo,Offensive_Untargetede,Not_offensive,0.9090239578254903
Idhu chumma trailer thaa ma Main pitch ah nee innun paakala... Paatharaatha pathari poyuruva,Offensive_Untargetede,Not_offensive,0.504581975086769
Marana masssssssssssssss eanga thalaivar yaru vayasu ayeduchu mavena parunga enga marana masssssssssssssss eanga thalaivar,Offensive_Untargetede,Not_offensive,0.9822721150351171
Lallettan&Surya main role kappaan fdfs locked,Offensive_Targeted_Insult_Group,Not_offensive,0.49741322304338054
savuratha irunthalum sanda pottu savanum sir payanthu kal la vilunthu sava kudathu sir... super dialogue,Offensive_Targeted_Insult_Other,Offensive_Untargetede,0.8792307547636364
Eppovathu kathuna ok yepovumae kathuna yepadi da,Offensive_Untargetede,Offensive_Targeted_Insult_Individual,0.5579926508163915
Mass thiruttu kumbalakku sariyana ADI...,Offensive_Targeted_Insult_Group,Not_offensive,0.3671161159478185
karthi enna kidu look aanu.poli mass padamanu.narenum thakarthu,Offensive_Targeted_Insult_Other,not-Tamil,0.5751769802430964
Nanda Gopala Kumaran Negative Gopala Kumaran,Offensive_Targeted_Insult_Individual,Not_offensive,0.5259106908235294
Karnataka naaye vaazhuda tamilan pootta pichayela,Offensive_Targeted_Insult_Individual,Not_offensive,0.8019737663862067
வடிவுகண்டு கொண்டபெண்ணை மற்றொருவன் நத்தினால் விடுவனோ அவனைமுன்னம் வெட்டவேணும் என்பனே..அடுத்த ஜாதி பெண்ணை தொடனுன்னு நினக்கிறவனை வெட்டி கூறு போடு..இப் படம் வெற்றி பெற வாழ்த்துக்கள்...,Offensive_Targeted_Insult_Other,Not_offensive,0.7149228822339113
End ley dialogue purinjitha appo sandaiya neeruthunga da pakkigala,Offensive_Untargetede,Offensive_Targeted_Insult_Group,0.5654999470663536
Kadasiya neeyym unga appanum phsycovathanda aga poringa,Offensive_Targeted_Insult_Individual,Not_offensive,0.49655633389616427
Oruthar (vijay) mela viswasam kaatardhukaga innorthara(ajith) en asinga paduthureenga Or vice versa Well said...,Offensive_Untargetede,Not_offensive,0.8669439115378874
Suriya Anna fans lam ennada pantringa... Teaser pathi ethavathu comments pannungada,Offensive_Targeted_Insult_Group,Offensive_Targeted_Insult_Other,0.5029256655296584
Dislike pottavanga lam தேங்காய் சீனிவாசன் rasikarnu ninaikuren,Offensive_Targeted_Insult_Individual,Not_offensive,0.5520155015979475
Eippa Kudiurimai perichani poidu eruku etha therippe vidathan Entha jathi perichani eippa ahrampichudanga edhu puriyama jathiya paithi peasura nerama ethu. Srilanga LA Erukarava unga jathikaranum eruka Ennoda jathikaranum erukan ahvanga enga varakudathunu than Kudiurimai saittam Entha saittatha ethurith eillarum poraduranag Entha nerathula Ethuku Entha movie trailer release ahganum yocinga,Offensive_Targeted_Insult_Group,Offensive_Untargetede,0.47602323621655107
Na arasiyaluku vradu urudi adra adra 14 varushama solnukiraru...,Offensive_Targeted_Insult_Individual,Not_offensive,0.8254717531583251
மிஷ்கின vs இளையராஐா 1.நந்தலாலா 2.ஓனாயும் ஆட்டுகுட்டியும் 3.சைகோ Hotrick,Not_offensive,Offensive_Targeted_Insult_Group,0.48634194399406094
Enna dhairiyam irundhirundha thalapathy Ya otirupinga da naiyee,Offensive_Untargetede,Offensive_Targeted_Insult_Individual,0.5357060894193807
துபாய் பாலைவனமாய் இருந்ததா அந்த மக்கள் சோலைவனம் மாற்றி இருக்காங்க ஆனா தமிழ் நாடு சோலை வனமாக இருந்ததா ஏன்டா பாலைவனம் மாத்தறீங்க,Offensive_Untargetede,Offensive_Targeted_Insult_Group,0.48271561011981856
kevvalam munchaa paaru panni munchi madhuriyae,Offensive_Targeted_Insult_Individual,Offensive_Untargetede,0.4014579777673874
"rey endhidhi,,, aaaa maakentidi antunna. Brathakanivvandra babu janalni",not-Tamil,Not_offensive,0.814874920848916
Anbumani apadiya rombha nalava... mudhal jathi veri naiya ah avadha...da porike...anubamani vaichu movie edutha ida vuda kavalam ah edukalam..,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group,0.5535254452800111
ithula illayaraja music ea illaye intha music vera engayo keta maari irukee,Offensive_Targeted_Insult_Individual,Offensive_Targeted_Insult_Group,0.5073853085200238
Pa. ranjith kita director ameer kaetaru sari ranjith namma intha jathi certificates elam kiluchu potu elam onna aaiduvom. Apo evan enna panranu papom nu sonaru. Apo ranjith solraru athu epdiga nanga #dalith nu. Ipo theriutha yaru jathi yaa kondu vanthaga movie la nu. Nija valkaiyilum. Ne apdi edutha ivan ipdi thaan edupan. Ne nambalanalum athaan nezam,Not_offensive,Offensive_Targeted_Insult_Individual,0.7653241770519683
hi Suriya bro nengulum arasiyala kk nadu nalla erukkum,Offensive_Targeted_Insult_Individual,Not_offensive,0.6309789688459249
Enada parithabangal Sudhakar Jayalalithaa getup pota Maari irku.. bangam Da...,Offensive_Targeted_Insult_Group,Offensive_Targeted_Insult_Individual,0.5190418184742227
Konjam yoshirukalam fire truck kuptu thanni pachiruntha Ella phone vela senjirukathu yosingaya,Not_offensive,Offensive_Untargetede,0.5661150810610839
Trisha simran'a Vida aged ah Irukanga. Vj Sethupathi,Offensive_Targeted_Insult_Individual,Not_offensive,0.8491009211601512
Paakka thana pora intha kaali aattathA,Not_offensive,Offensive_Untargetede,0.6500041208055825
OMALA KV IS BACK BITCHES!!! SURYA MOHANLAL ARYA SAYYESHA,Offensive_Targeted_Insult_Group,Not_offensive,0.9495329771520737
Guys Teaser la suriya Anna name podalai guys Enna nadakuthu,Offensive_Targeted_Insult_Other,Not_offensive,0.9834195135997432
"General ah.. Ella padathoda trailer um nalla tha iruku.. Aana full movie pakkum pothu tha therium athu hit ah flop ah nu.. So, guys, endha padama irundhalum 2 min trailor pathu yemarathinga.. 2.30 mani nera padam pathittu comments podunga..",Offensive_Targeted_Insult_Other,Not_offensive,0.7295801741971067
"Pullingo likes bigil, men like kaidhi",Offensive_Targeted_Insult_Other,Not_offensive,0.5319891956059828
Delhi Babu kekka bekka copy hahaha,Not_offensive,Offensive_Targeted_Insult_Group,0.416253350325144
i think vaseegaran will die in this movie!!!,Offensive_Targeted_Insult_Individual,Not_offensive,0.7917681004853799
"Ennangada ithu viswasam bgm kekuthu, 🤔🤔",Not_offensive,Offensive_Untargetede,0.7598715199585664
காதல் எண்ற போர்வேவியில் ஏமாத்தும் அனைவருக்கும் செருப்பால் அடிச்ச படம்,Offensive_Targeted_Insult_Other,Offensive_Targeted_Insult_Group,0.49160540627285065
pahhhhhhhhhhh kandipa theatre la yelarum saga poranga... thanks director hariiiiii ji teaser parthae padam yepadi iruku nu ennagaluku puriya vechadhuku... innum ne thirudhalaya da kulan Surya...,Offensive_Targeted_Insult_Individual,Not_offensive,0.86295346400269
Viswasam 17m view 3days..petta 17m views 7 days...,Offensive_Targeted_Insult_Individual,Not_offensive,0.5665883046910134
"Kalappu thirumanam seiyarathu thappu seri ok irruattum appo antha makkal en ungalukku vote podanum kekareenga? Unga saathi ponna kaapathikonga sir, avanga vote yum kekatheenga,thirumavalavan ah kora solra neenga,divya entha aranmanai vechirunthanga nu sollunga,ippo divya oda nilamai enna nu solluveengala? Intha padatha Dalits purakanikkanum appo than intha mathiri veruppu mikka padangal varathu",Not_offensive,Offensive_Targeted_Insult_Group,0.48540491475426567
Rajni kitta poi kelu vijayakanth annana pathi. Payam thiriyum.,Offensive_Targeted_Insult_Individual,Offensive_Untargetede,0.4206947480153003
"Ennada Trailerae Ipdi Bore Adikuthu, Intha Padatha Vera Download Pani Vera Pakanum. Yenda Engala Ipdi Kolreenga",Offensive_Targeted_Insult_Group,Offensive_Untargetede,0.45420086311587804
32k anil fans.. i mean wig anil fans,Offensive_Targeted_Insult_Individual,Not_offensive,0.5271614335143998
EnnadA 20 time's mela patachu idhu verailkum. Views erala da dae youtube channel owner unna adichu koluvaenda,Not_offensive,Offensive_Untargetede,0.5708078178103915
செம மோகன் சூப்பர் தப்பா சொல்லி கொடுத்து அரசியல் செய்யற நாய்களுக்கு செருப்படி.,Offensive_Targeted_Insult_Group,Not_offensive,0.916850431827326
Same problem my family side good work mohan bro I'm vanniyar movie win panna valthukal nadakathal sarakku midukku naikalukku seruppadi,Offensive_Targeted_Insult_Group,Not_offensive,0.9670726224949152
intha padam kadaisi verai unarvukalai thoondi kadasiyil pillai seen ala veiththathu... best. hot illa songs ill a,Offensive_Targeted_Insult_Other,Not_offensive,0.8910487196539831
Unakennapa 0:45 sivakarthikeyan koodalam nadula!!! Naangalam apdiya🤥🤥🤥,Offensive_Untargetede,Not_offensive,0.8472617607217401
Director oru meme creator'a iruppar pola... Yara yematha paakura idhu 96,Offensive_Targeted_Insult_Individual,Not_offensive,0.6578041641863446
தொழில்நுட்பத்தோட வளர்ச்சியையும் அது நம்மை அடிபடுத்தியதையும்.. ரெண்டையும் அனுபவிச்ச ஒரே ஆட்கள் 90s கிட்ஸ் நாங்கதான்.. பெருமையா சொல்வோம்டா.. we are 90s gids nu,Not_offensive,Offensive_Targeted_Insult_Group,0.5951301989067189
ஜாதி அழிஞ்சுடுச்சு நம்புங்கடா🤣அழிச்சது நம்ம சுடலையும் அவுங்க அப்பனும்தான் நம்புங்கடா,Not_offensive,Offensive_Targeted_Insult_Group,0.8627756168915836
Irungada!! Nalla rewind panni pathukuren!!! Ethe pakanumnu terle..beyond words!!!,Offensive_Untargetede,Not_offensive,0.8777089741170101
Enada ithu views 58k likes 98k ppidrukku... lokesh rocks,Offensive_Targeted_Insult_Individual,Offensive_Untargetede,0.5192706351478854
5 days agudhu Views eramatingdhu,Offensive_Targeted_Insult_Group,Not_offensive,0.6867615476738178
Ghatiya just like cartoon movie...,not-Tamil,Offensive_Untargetede,0.4155683876219888
Not as BIOPIC... Looks like BADPIC.. Can't suit as MAHANATI,Offensive_Targeted_Insult_Group,Offensive_Targeted_Insult_Individual,0.513657611003953
Semma...but...Yellam Avan seyal... Pola irukku...,Offensive_Targeted_Insult_Individual,Not_offensive,0.9353289854834445
நடிகை தேர்வு ஜே'வின் இறப்பை விட மர்மமானது! Kangana's casting Decision a Greater Mystery than J's death Mystery!,Offensive_Targeted_Insult_Group,Offensive_Targeted_Insult_Individual,0.8898193883836724
Konar sarpaga valthu thiruma oonoda Katha ethoda over da 🤣🤣🤣🤣,Offensive_Targeted_Insult_Individual,Not_offensive,0.826190568581228
Oruthar mela Viswasam kaatrathukkaga..innoruthara yen Asinga Paduthuringa?? #Thala #Thalabathy #Fans #Fight,Offensive_Targeted_Insult_Group,Offensive_Untargetede,0.5896581146632799
"அண்ணே, சாதிஒழிப்புனா என்ன, சாதி வெறின்னா என்னணே? அடேய் டிபன் பாக்ஸ் தலையா, எங்களுக்கு மண்ணு பொண்ணு ரெண்டுமே முக்கியம், யார் கைய வச்சாலும் கைய வெட்டுவோம்னு சொன்னா அது சாதி வெறி கவுண்டன வெட்டு கவுண்டச்சிய கட்டுன்னு சொன்னா அது சாதி ஒழிப்பு... இன்றைய சூழ்நிலைக்கு ஏற்ற திரைப்படம்!!! வெற்றி பெற கொங்கு நண்பர்கள் சார்பாக வாழ்த்துக்கள்!!!",Offensive_Targeted_Insult_Group,Not_offensive,0.9451864812178524
paaka thana pora indha kaali yoda aatatha!,Not_offensive,Offensive_Untargetede,0.9107967556334178
Ayyyoooo trailer ah pathaley bayama irukae,Offensive_Untargetede,Not_offensive,0.33191400128651466
Rajin political entry dailog 1996/2016 10 years one dailog naaku baag nachindi,not-Tamil,Not_offensive,0.8068590336235089
"Enapa gangster padam nu nenacha clg, students, protest, old age love scene la katrenga, kabali madere la irukadea...",Offensive_Untargetede,Not_offensive,0.5401016962344799
yo yo yo yarra yarra inga ooru ketta theriyum,Offensive_Untargetede,Not_offensive,0.693661065888191
Ajith kumar mutta punda nadippin nayakan tha king,Offensive_Targeted_Insult_Individual,Not_offensive,0.6292471635238804
inna da panni vechi iruking:(:(:(,Offensive_Untargetede,Not_offensive,0.5060505122273249
Rajini sirku therium yapa ena pananumnu nega yalarum avara pathi pasi ungala publicitydha panikarega avaruku opposite a pasara yalarumay Oru publicitykagadha pasarega suyama ungalukunu per sambarega Vijay sir ajith sir mare Suma mathavagala vachu game aadadhega,Offensive_Targeted_Insult_Group,Offensive_Targeted_Insult_Individual,0.34307865881629906
