Anyone after NGK n Kaappaan teaser	Not_offensive	
Friend nu FB la Like Kudukkara Friend  dunu nenachiya life be kudukkanu da	Offensive_Targeted_Insult_Group	
Ella scene summa therikuthu Kandipa veraleval blockbuster	Not_offensive	
Gujarath patel inathin sarbaga vetri pera valthukkal	Not_offensive	
unaku yaravathu palaya friendu irukangala...... nambatha....	Not_offensive	
Statue odaikalam but b.r. kolkai alika mudiyathu	Offensive_Untargetede	
Surya anna huge fan from #mangalore #coastal_Karnataka #tulunadu	Not_offensive	
Please telugu dubbed telugu danush fans	Not_offensive	
Iron man fans dis like podunga intha vidio kku	Offensive_Targeted_Insult_Other	
Kuch samhj to nahi aaya but rajni did not needs any luggange he always rocks	not-Tamil	
pakathane pora Intha kaliyoda attatha 🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘	Offensive_Untargetede	
Marana mass ah irukke...song um trailer um...saavadi	Offensive_Untargetede	
Mersal ku siricha siripu viswasam movie ku illa..idhu enna da anil ku vandha sodhanai	Offensive_Untargetede	
Tamil trailer nachina vallu okka like here	Not_offensive	
thala  mattum than original mass...bcoz others papaerla vilambaram kotuthutu poraku trailar release panittu sathanai pannittatha pithikuvanga thala mttum than vilambarame seiyamal kalakkuvaar....thalada..  ..	Offensive_Untargetede	
Ennada ipadi yeduthu vechurkingha ......paaaaaaaaaph	Offensive_Untargetede	
Kaakaa pudikaa sollalllaa........kaakaa vukaaa unna pudikudhu🤣🤣	Offensive_Targeted_Insult_Individual	
Yevan ya camera man.... Semma Visuals.... Amazing....	Not_offensive	
Ashok  selvan padam nampi pogala perusa onnum vachi seiya mataru	Not_offensive	
Nerkonda paarvai trailer review -	Not_offensive	
2 years aagiduchu innum movie varala	Offensive_Targeted_Insult_Group	
Generally bap se beta sawai....lekin yaha  Bete(aditya varma)se bap sawai.......	not-Tamil	
Trailer paka poren. RowThiram maari iruntha kandipa theatre	Not_offensive	
Rajini Style maaa. Enna therikka vidalamaAAAAAAAAAA	Not_offensive	
Trailer ah paatha Angaali Pangaali elam oru like podunga	Not_offensive	
Mothathula viswasathuku bulb kudukkurathukagave yedutha mathiri iruku	Offensive_Targeted_Insult_Individual	
VERITHANAM  Dhanush Fan From Sri Lanka	Not_offensive	
சமூக அரசியல் சார்ந்த படம், வெற்றி பெற வாழ்த்துக்கள்	Not_offensive	
Kirrakkkkkkk  Style ka baap  Super star RAJINI	Not_offensive	
Vivagam part 2 trailer mathri irkuu	Offensive_Targeted_Insult_Group	
Nadippin nayakan brilliant director selva sir compo u1 muzic cult in class loading	Not_offensive	
****a vera levellllllllll trailer......  Masssssssssss gangsters......	Not_offensive	
Paruda...ivaru lawyerlayaei rowdy lawyera irupar pola	Offensive_Targeted_Insult_Individual	
Last dialogue semma  karthi Anna .... Nala panirukenga ....	Not_offensive	
Hit Like Suriya Fans  Hit Like South Indian Hindi Fans	Not_offensive	
Innaki Kaalaila(13-6-19) endhichadhum inga vandhavan yaru?	Not_offensive	
100 times ku mela parthavangala like potutu ponga	Not_offensive	
Vetrimaranivanukku mattum eppadi daa intha mathiri bgm kedakkurathu Hats off	Not_offensive	
semma...pakka...kola mass...therri...perfect title...thalapathy  Ajak pans thevdiya pasangala apadiye vorama pongada amayanzz	Offensive_Targeted_Insult_Group	
Kaipulla Vijay Twitter la Trending agudhu	Not_offensive	
Thalaiivaaaaaaaa🤣🤣🤣I'm waiting ughhthis Valentine's day program eh neenga dhan	Not_offensive	
கொங்கு வேளாளர் கவுண்டர்கள் பேரவை சார்பாக படம் மிகப்பெரிய அளவில் வெற்றி பெற வாழ்த்துக்கள்... சாகட்டும் திருமா சக்கிலி	Offensive_Targeted_Insult_Individual	
Thala Masssss......looks like a Hollywood movie......	Not_offensive	
A wonderful nd amazing wtng 2 see	Not_offensive	
Aruvi movie real fans hit like here guys	Not_offensive	
unique concept hats off edho message solra satirical film pola.	Not_offensive	
Morning endhirichadhum teaser paka vandhavanga laaam likee ah poduuuu  Kaappaan teaser vera level  2019 naanga dhaan da	Not_offensive	
நாடக காதல் கும்பல் கதற ஆரமித்து விட்டார்கள்,கதறல் சத்தம் அதிகமாவே கேக்குது,	Not_offensive	
தாழ்த்தப்பட்ட மக்களின் நலனுக்காக தன் சொத்தை பங்கிட்டுக் அடைக்கலம் கொடுத்த மதிப்பிற்குரிய பசும்பொன் முத்துராமலிங்கத் தேவர் அவர்கள் வழியே சாதி மறந்து.....உணர்வுகளை மதித்து நபப்பவர்களின் சார்பாக படம் வெற்றி அடைய வாழ்த்துகிறோம்..	Not_offensive	
India makaal sarbagae endhae padam vetri adayaae emadhu vazthukaal.. trailer wooowwwww	Not_offensive	
Last scene vera level love u thala	Not_offensive	
Surya     Luv u Thalaivaaaaa	Not_offensive	
Padamna Ithu padam ....Semma message movie ....Great	Not_offensive	
Single pasangha like me	Not_offensive	
நாடக காதலால்  உண்மையிலேயே அதிகம் பாதிக்கப்பட்ட வேளாளர், தேவர் , வன்னியர் சமுதாயங்களுக்கு இப்படம் சமர்ப்பணம் ஆகும்	Not_offensive	
இந்த படம் தமிழ் சமுதாயம் மக்களுக்கு சிறந்த படமா இருக்கும்	Not_offensive	
ennaikku neriya peru kitta illatha oru ketta palazhum en kitta erukku ajith fanzz okkurathu thalapathy fanz than masss	Offensive_Targeted_Insult_Individual	
டிரெய்லர் ரிபீட் மோட் ல பாக்குறேன். அவிங்கனால பாதிக்கப்பட்ட குடும்பத்தில் ஒருவன்...	Not_offensive	
Kiya yeh movie Hindi me hai ?	not-Tamil	
Dislike adicha maannynmark naduviral namaskaram	Offensive_Targeted_Insult_Other	
What ah trailer  semma mass ah Iruku	Not_offensive	
viswasam enga poga poguthunu theriyalaya. PETTA PARAAK	Offensive_Targeted_Insult_Individual	
Dai neenga la loose mari caste language nu sanda pottu irukurapo Namma ellarum Indians nu oru jawan border la ninutu irukanga da sethuturuka da dai innum ah da neenga thirunthula grow up da we all are Indians	Offensive_Targeted_Insult_Group	
Trailer yangaluku  pedichirundha mattum like podugaa	Not_offensive	
I am here after queen's trailer.	Not_offensive	
Thala unna paththiddu irukkan. Seekkiram vaa thala	Not_offensive	
ஒரு குடும்பத்தின் கதறலை படமா மாற்றி உள்ளிர்கள் வாழ்த்துக்கள் வன்னிய நன்பா	Not_offensive	
Karhtik Subburaj Mass Pannitinga ,Thalaivara supera kattirukinga thanks bro	Not_offensive	
A Tamil movie going the Malayalam way ?	Not_offensive	
Super படத்தை ஆவலோடு எதிர்பார்கிறோம். குடும்பத்தோடு அனைவரும் பார்ப்போம்....	Not_offensive	
Namaku theva thavayanatha nama than adichu vanganum .... Nama edathuku nama than sanda seyanum....	Offensive_Untargetede	
751k likes reached aairuku pangalingala adichi thookalamaa	Not_offensive	
Sir plzzz e trailer na.. T-series nalli bidi sir.... Awsome trailer.. 500M pakka aagutte	not-Tamil	
Yarellam sarkar teaser pathutu vanthu itha pathingalo like podunga	Not_offensive	
Thala Oda unmaiyana fan ahaa irrutha ilke podunga	Not_offensive	
Viswasam trailer needs 20k likes to reach 1.4m likes	Not_offensive	
omg   owasame bhai jan  kay bata he itne sare lucok	not-Tamil	
sema sema sema no words ti say	Offensive_Untargetede	
Intha mari all irugathdigum nadu sathivanmaiyal alium	Offensive_Targeted_Insult_Other	
Simbu  n Jyothika Wil score much...	Not_offensive	
Irukku theatrela kaadhu javvu pichikira alavukku DTS irukku	Offensive_Untargetede	
தாம்பரம் தமிழ் அய்யங்கார் சார்பாக இந்த படம் வெற்றி பெற வாழ்த்துக்கள்	Not_offensive	
Aai... Yevanu kaachum ponnttaati pulla Sentiment irunthaa Oodi padhungkiru.Kola kaandula irukkan.Varraar thalaivaru....PETTA PARAAKKKKKK.....	Offensive_Untargetede	
ரஜினிய கிண்டல் பண்றங்கிலா Wait & Watch, He doing something to people	Offensive_Targeted_Insult_Group	
அய்யோ இப்பவே படம் பார்க்கனும் போல இருக்கே 🤩🤩 காத்திருப்போம்...Semma hit Aagapoguthu	Not_offensive	
come on surya fans 10 million views	Not_offensive	
Thala mass dialogue u r great	Not_offensive	
Thala pola varuma.... Semma Thala	Not_offensive	
Oru vela PowerPaandi 2 vaa irukumoo🤔🤔  Trailer mass pannitaanga...  Petta vs Viswaasam	Not_offensive	
வெச்சான் பாரு ஆப்பு..ட்ரைலர் க்ளைமாக்ஸ்ல.. சத்தியமா நான் விழுந்து விழுந்து சிரிச்சேன்..	Not_offensive	
தமிழகத்தையே புரட்டிப்போடும் ஒரு திரைப்படமாக அமையும் வெற்றிபெற வாழ்த்துக்கள் வாழ்த்துக்கள் அண்ணா....	Not_offensive	
இந்த படம் வெற்றியடிந்தால் அது நமது சமுதாயத்திற்கு கிடைத்த வெற்றி நம் வீட்டு பெண்களுக்கு கிடைத்த வெற்றி ஆகும்	Not_offensive	
Sagapora unakku  sathi etharkku  Iyya  pasumpon	Offensive_Targeted_Insult_Individual	
அனைத்து பெண்களும் பார்க்க வேண்டிய விழிப்புணர்வு படம்...	Not_offensive	
Fight seen marana masssss thala killi killii killikiii	Not_offensive	
Epo relese pannuvinga. Epdiyachum relese pannirunga....	Not_offensive	
பரியேறும் பெருமாள் சமூக நீதிப் படமென்றால் ...  திரௌபதி யும் சமூகநீதி படம்தான்	Not_offensive	
Engala minja yevanum illa ambalaya iruntha nerala va by duraisingam	Offensive_Untargetede	
ungalukku vayase agala sitty love u ma	Not_offensive	
Now Kaappaan teaser marching towards 5m views & 400k likes	Not_offensive	
Romba nalaiku apro na edhirpaarthamaadhri padam	Not_offensive	
அடங்கவில்லை என்றால்  அடக்கம் செய்வோம்  மோகன்  ஜி   உங்களுக்காக நாங்கள் !!!!!	Offensive_Targeted_Insult_Group	
கடலூர் மாவட்டம் சமட்டிக்குப்பம் வீர வன்னியர்கள் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்	Not_offensive	
Aama Mr. Pandey inga enna panraru??	Not_offensive	
komali kadhadhan aga pogudhu padam otthikkum	Offensive_Targeted_Insult_Group	
படம் வெற்றி பெற வாழ்த்துக்கள். புரற்சி வெல்லட்டும்.	Not_offensive	
Vijay sethupati mattum Villan na irundha vechiko padam flop thaan	Offensive_Targeted_Insult_Group	
varla varla vaa varla va Bhairava	Not_offensive	
Ohhh aaa Telugu remake of RAVI TEJAS  BENGAL TIGER .....	Not_offensive	
ஆதி படத்துல சிரிக்க போறாரு படத்த பாத்துட்டு நாங்க எல்லாம் விழுந்து விழுந்து சிரிக்கப் போறோம் வாழ்த்துக்கள் ஆதி	Not_offensive	
Thalaivaa Pakka massssss only one super star	Not_offensive	
No means no entha dialogue thalaya thavara yaru sonna nallairukumnu tharayala	Not_offensive	
Naan arasiyalukku varuvathu uruthi ......  Semma	Not_offensive	
La la la.. Surviva.. Thala walk is just enough	Not_offensive	
last bgm un azhaigil en idhayam than nilayail kathi song ah copy adichtan	Offensive_Untargetede	
T-Series ke taraf se kisi ko heart mila hai🤣🤣🤣	not-Tamil	
Dec la yarala intha video pakkega avaga matum like poduga	Not_offensive	
Pink padam paathuthaen hd print irruku yaaruku veanum	Not_offensive	
அனைத்து சமுதாயமும் வரவேற்க்கின்றன. நாடக காதல் கும்பளை தவிர . எங்க அண்ணா வேற லெவல் . வாழ்த்துகள் மேகன் சத்ரியன் அவர்களே	Not_offensive	
Very bad na ethur paartha alavukku illa	Not_offensive	
Pariyerum perumal padam varum pothu mattum sonnigga. Ithuvum samuga padam tha. This 100 percentage true I support	Not_offensive	
அனைத்து  முதலியார்கள் சார்பாக இந்த படம் வெற்றியடைய வாழ்த்துக்கள்.	Not_offensive	
1m Views & 101k likes  #SK #Hero	Not_offensive	
Vere level  last scene pwolli	Not_offensive	
Tharumaru.. Thala I Love You	Not_offensive	
Padam vera level Thiruma kuu vooooo   Ranjith Naiyee ku vooooo   Thirunelveli mavattam Senaithalivar sarbagaa   Padam  day's Oda valthukal   Mohan G vera level	Offensive_Targeted_Insult_Group	
படம் வெற்றி பெற வாழ்த்துக்கள்  வாழ்த்துக்களுடன்  பொட்டல் S.துரை யாதவ் போர்ப்படை  நெல்லை ஜில்லா	Not_offensive	
குடியுரிமைக்காக 40 வருட ஆதாரத்தை காட்டிய இசுலாமியர்	Not_offensive	
Srk fan plz dislike tha video	Not_offensive	
1m likes varumnu solravagga like here	Not_offensive	
Indha #Rakulpreet Vs #Suriya sandai kaatchi design la edhirpaakalaye   #NGKTrailer - repeat worthy	Not_offensive	
I'm die hard fan from Sri Lanka	Not_offensive	
Enaga Da keka beka short film ah perusa yeduthu vachirukiga	Offensive_Untargetede	
Final Rajini semma 🤣🤣ithu 96 Yaara yemaathireenga	Not_offensive	
Very good film after long time	Not_offensive	
Super chiyan sir your vere leval	Not_offensive	
தெறிஞ்ச எதிரிய விட  தெறியாத எதிரிக்கு தான் அல்லு அதிகமா இருகனுனுனுனுனு தலைவா மாஸ்ஸ்ஸ்ஸ் பைரவா	Not_offensive	
Thrill na mysskin unmaiya maiyama vachu edukkapatta kathaigala pathivu seivar...salute	Not_offensive	
Therikke fans hit like arjun sir	Not_offensive	
இந்த படத்திற்கு வன்னியர் மக்கள் வரவேற்கிறோம் இந்த படம் மாபெரும் வெற்றி அடைய வாழ்த்துக்கள் மோகன் அண்ணா	Not_offensive	
Vilaba kula naidu sarbaga intha movie vetripera vazhukkal..	Not_offensive	
Thairiyama dewali Ku va thalaiva  nanga irukom irupom 🤗	Not_offensive	
Real time views 4.7M views n 400K likes	Not_offensive	
Akshay Kumar - annen neenga bird ah ne	Offensive_Targeted_Insult_Individual	
நீ ஓடி வந்த போதே உன் அப்பன் அங்க உசுர  விட்டிருப்பான்... சாதாரண வசனம் இல்லை... அப்பனின் வலி.....	Not_offensive	
Unga ponnunga Enga Mela Asa padama iruntha sari	Not_offensive	
Enna da idhu Viswasam bgm uh potrukinga!!!!	Offensive_Untargetede	
Wow Surya Sir Neenga Unmaiyileye Vera level gethu kaatringa ,padathula neraya getup irukku pola Teaser Vera lvl .... I'm Very big Fan of K.V Anand Sir Movies                - By Thalapathy Fan	Not_offensive	
Adeiii Talking Tom Piano music copy data	Offensive_Untargetede	
Sema anna Lv u karthi anna	Not_offensive	
Agalathe song pathutu udane Inka than varan ...yarlam Enna Mari vanthinka	Not_offensive	
Trailer payangarama irukku movie ku waiting	Not_offensive	
Thamizh naatla evlo jaathi veri irukkunnu intha comments paatha theriyum.....thu.....	Not_offensive	
Asuraan Padam Vanda appo..thaaltha patta odukka patta makkal kaana Padam la Vanda appo enga Da irunthiiga ... Pengal ku padukappu illa  Inga jaathi ku than pathuukappu theva paduthu... Anyways wishes from normal commons human without any SHITTY BRIDE from tamilnadu	Not_offensive	
Nerkonda parvai nu solitu ellam avan seyal padatha eduthu vechirukanga ya	Offensive_Untargetede	
Topper thaan alanum arrear guys  naanga eduku alanum 🤗	Not_offensive	
Paaaa Goosebumps... Such a heavy voice..	Not_offensive	
It's looks like Ramayya vastavayya telugu movie 🤔🤔🤔🤔🤔🤔🤔🤔🤔	Not_offensive	
Unlike panra nayeee un veetu ponnuku vara nilamaiyathan movie ya eduthurukanha k yaaa so support pannunga	Not_offensive	
Thala Da i love u thala	Not_offensive	
Awesome Vikram Anna Chance ye illa Pakkah	Not_offensive	
Sema bro ana Yenaku seripa varala	Not_offensive	
Jayam Ravi and kajal sema pair	Not_offensive	
Ithu la oru trailer aah daa.. karumooo kaliyugam.. oru content ye ila..  epadi irukum 10 padam oreee direcgor ah vachu pana apaditana ... pudhusa yosingadaa..  Avan moonji mari iruku trailer	Offensive_Untargetede	
100 k cmt varanum frnds .... Cmt pls	Not_offensive	
dhurvu natchathiram vituuttu poyum poi ivlo kevlamana padam pannuriye ...you are an idiot	Offensive_Targeted_Insult_Group	
Intha trailer ah megha akash kaaaga tha paathe...like podreen.....ulaga alazhii	Not_offensive	
Thalapathy rasigan sarbaga valtukal Anna and intha Movi ode oru poster parta odane enaku Ithu verum sport padama irukathu Nu Tonici Horror ah mix pani iruntha Nalla irukum Nenaicen Aparum tha Teriuthu trailer le Sport Horror Nu Rombe ve wait pandren Intha padathuku	Not_offensive	
Eppa suriya sir neenga enna getup potalum nala irukku sir	Not_offensive	
KV Anand + Suriya+ mohanlal+ arya+ samuthirakani+boman Irani+ sayesha+ Chirag Jani+Harris jayaraj	Not_offensive	
Semma trailer annna semmma love u aadhi annan	Not_offensive	
பரியேறும் பெருமாள், அசுரனை எல்லாம் ஏற்றக்கொண்ட  சமூகம் இந்த படத்தையும் ஏற்றுக்கொள்ள வேண்டும்..... மற்றவர்களால் தாழ்த்தப்படுவதும் உண்மை இந்த மாதிரி நாடக காதல் சம்பவமும் உண்மை.......மறுக்க முடியாது	Not_offensive	
உண்மையான காதலை யாரும் எதிர்க்கவில்லை.. இரு வீட்டார் சம்மதம் இருந்தால் கல்யாணம் பண்ணி வாழுங்கள் உண்மையாக..   விருப்பம் இல்லா காதல் பல பிரச்சனைகளை தரும் குடும்பத்தில்... இதை விட மோசமானது நாடககாதல் என்னும் பெயரில் பெண்களை ஏமாற்றுவது அது எந்த சமுகம் செய்தாலும் குற்றமே அதை திரையில் தைரியமாக காட்டும் இயக்குனார் அவர்களுக்கு ஒவ்வொரு பெண் குழந்தையையும் தெய்வமாக பார்க்கும் அனைவரும் வாழ்த்தி இப்படத்தை தனது பெண் பிள்ளைகளுக்கு காட்டி விழிப்புணர்வு செய்ய வேண்டும்.....	Not_offensive	
super Thalaivaaaa your styles appadiye irukku	Not_offensive	
Yuvan +thala=deadliest combo... Dialogues  bgmyuvannnthalaaaaaa	Not_offensive	
Simran ,Rajinikanth & Vijay Sethupathi	Not_offensive	
கேவி ஆனந்த் சார் சூப்பர் சூப்பர் மூவி வெயிட்டிங் ஃபார் ஆகஸ்ட் 30	Not_offensive	
நம்ம பலமுறை பாத்து பரிச்சியாமனான முகங்களை வேற கோணத்தில் சற்றும் பதற்றமாக காட்டுவதே மிஷ்கினின் தனித்திறன்... வாழ்த்துகள்  மிஷ்கின் அண்ணா	Not_offensive	
Ajith ku correct ah na movie ya nu therlaa mass irkathu pola	Not_offensive	
Super  thala massss mass  massss	Not_offensive	
